Завод,Сторона,В Группе,Категория,Наименование,Артикул,Unnamed: 6.1,Unnamed: 4,Unnamed: 6,Unnamed: 7
Завод в Тбилиси,Сухая,Бордюры Тбилиси,Бордюры Тротуарные Тбилиси,LEGI Тротуарный Бордюр-T Серый EX,2252T90000,,,,
Завод в Тбилиси,Сухая,Бордюры Тбилиси,Бордюры Тротуарные Тбилиси,LEGI Тротуарный Бордюр-T Красный,2252T13400,,,,
Завод в Тбилиси,Сухая,Бордюры Тбилиси,Бордюры Тротуарные - А Тбилиси,LEGI Тротуарный Бордюр-T A Серый,2254T10000,,,,
Завод в Тбилиси,Сухая,Бордюры Тбилиси,Бордюры Тротуарные Тбилиси,LEGI Тротуарный Бордюр-T Траверти,2252T35300,,,,
Завод в Тбилиси,Сухая,Бордюры Тбилиси,Бордюры Тротуарные Тбилиси,LEGI Тротуарный Бордюр-T Коричневый,2252T16055,,,,
Завод в Тбилиси,Сухая,Бордюры Тбилиси,Бордюры Тротуарные Тбилиси,LEGI Тротуарный Бордюр-T Черный,2252T19635,,,,
Завод в Тбилиси,Сухая,Бордюры Тбилиси,Бордюры Тротуарные Тбилиси,LEGI Тротуарный Бордюр-T Серый,2252T10000,,,,
Завод в Тбилиси,Сухая,Бордюры Тбилиси,Бордюры Дорожные Тбилиси,LEGI Дорожный Бордюр-T Коричневый,2251T16010,,,,
Завод в Тбилиси,Сухая,Бордюры Тбилиси,Бордюры Дорожные Тбилиси,LEGI Дорожный Бордюр-T Серый,2251T10000,,,,
Завод в Кобулети,Сухая,Бордюр Кобулети,Бордюр Тротуарный Кобулети,LEGI Тротуарный бардюр Черный,2232-19635,,,,
Завод в Кобулети,Сухая,Бордюр Кобулети,Лоток Кобулети,LEGI Лоток Красный,2235-13400,,,,
Завод в Кобулети,Сухая,Бордюр Кобулети,Лоток Кобулети,LEGI Лоток Черный,2235-19635,,,,
Завод в Кобулети,Сухая,Бордюр Кобулети,Лоток Кобулети,LEGI Лоток Коричневый,2235-16055,,,,
Завод в Кобулети,Сухая,Бордюр Кобулети,Бордюр Тротуарный Кобулети,LEGI Тротуарный Бордюр A Серый,2234-10000,,,,
Завод в Кобулети,Сухая,Бордюр Кобулети,Бордюр Парковый Кобулети,LEGI Парковый бардюр Черный,2233-19635,,,,
Завод в Кобулети,Сухая,Бордюр Кобулети,Бордюр Парковый Кобулети,LEGI Бордюр Парковый Желтый,2233-19020,,,,
Завод в Кобулети,Сухая,Бордюр Кобулети,Бордюр Тротуарный Кобулети,LEGI Тротуарный бардюр Желтый,2232-19020,,,,
Завод в Кобулети,Сухая,Бордюр Кобулети,Бордюр Тротуарный Кобулети,LEGI Тротуарный Бордюр Светло Коричневый,2232-16015,,,,
Завод в Кобулети,Сухая,Бордюр Кобулети,Бордюр Тротуарный Кобулети,LEGI Тротуарный Бордюр Серый,2232-10000,,,,
Завод в Кобулети,Сухая,Бордюр Кобулети,Бордюр Парковый Кобулети,LEGI Парковый бардюр Серый,2233-10000,,,,
Завод в Кобулети,Сухая,Бордюр Кобулети,Бордюр Парковый Кобулети,LEGI Парковый Бордюр Коричневый,2233-16055,,,,
Завод в Кобулети,Сухая,Бордюр Кобулети,Бордюр Дорожный Кобулети,LEGI Дорожный Бордюр Серый,2231-10000,,,,
Завод в Кобулети,Сухая,Бордюр Кобулети,Бордюр Дорожный Кобулети,LEGI Дорожный бардюр White Quartz,2231-11710,,,,
Завод в Кобулети,Сухая,Бордюр Кобулети,Бордюр Дорожный Кобулети,LEGI Дорожный бардюр W Белый,2231-32010,,,,
Завод в Кобулети,Сухая,Бордюр Кобулети,Бордюр Дорожный Кобулети,LEGI Дорожный бардюр W White Quartz,2231-31710,,,,
Завод в Кобулети,Сухая,Бордюр Кобулети,Бордюр Дорожный Кобулети,LEGI Дорожный бардюр Vulcan Red,2231-11730,,,,
Завод в Кобулети,Сухая,Бордюр Кобулети,Бордюр Дорожный Кобулети,LEGI Дорожный бардюр Гранитная,2231-11700,,,,
Завод в Кобулети,Сухая,Бордюр Кобулети,Бордюр Дорожный Кобулети,LEGI Дорожный бардюр Basalt,2231-11715,,,,
Завод в Кобулети,Сухая,Бордюр Кобулети,Лоток Кобулети,LEGI Лоток Желтый,2235-19020,,,,
Завод в Кобулети,Сухая,Бордюр Кобулети,Лоток Кобулети,LEGI Лоток Серый,2235-10000,,,,
Завод в Тбилиси,Сухая,Блоки Тбилиси,Блоки 250 Тбилиси,LEGI-T ПемзоБлок -T 250,3366T30000,,,,
Завод в Тбилиси,Сухая,Блоки Тбилиси,Блоки 250 Тбилиси,LEGI-T Блок 250-T Серый,3366T10000,,,,
Завод в Тбилиси,Сухая,Блоки Тбилиси,Блоки 190 - А Тбилиси,LEGI Перлитовый Блок-Т 190 A Серый,3365T50000,,,,
Завод в Тбилиси,Сухая,Блоки Тбилиси,Блоки 190 - А Тбилиси,LEGI Пемзовый Блок-Т 190 A,3365T30000,,,,
Завод в Тбилиси,Сухая,Блоки Тбилиси,Блоки 190 - А Тбилиси,LEGI Блок-T 190 A W Белый,3365T32010,,,,
Завод в Тбилиси,Сухая,Блоки Тбилиси,Блоки 150 Тбилиси,LEGI-T Блок 150-T Шлак Серый,3362T40000,,,,
Завод в Тбилиси,Сухая,Блоки Тбилиси,Блоки 190 - А Тбилиси,LEGI Block- T 190 A Серый,3365T10000,,,,
Завод в Тбилиси,Сухая,Блоки Тбилиси,Блоки 300 Тбилиси,LEGI Пемзовый блок-T 300 E,3364T30000,,,,
Завод в Тбилиси,Сухая,Блоки Тбилиси,Блоки 300 Тбилиси,LEGI Перлит Блок- T 300 E Серый,3364T50000,,,,
Завод в Тбилиси,Сухая,Блоки Тбилиси,Блоки 150 Тбилиси,LEGI Пемзовый блок 150-T,3362T30000,,,,
Завод в Тбилиси,Сухая,Блоки Тбилиси,Блоки 100 Тбилиси,LEGI Пемзовый блок 100-T,3363T30000,,,,
Завод в Тбилиси,Сухая,Блоки Тбилиси,Блоки 100 Тбилиси,LEGI Шлако Блок 100-T Серый,3363T40000,,,,
Завод в Тбилиси,Сухая,Блоки Тбилиси,Блоки 100 Тбилиси,LEGI Блок 100-T  Перлит Серый,3363T50000,,,,
Завод в Тбилиси,Сухая,Блоки Тбилиси,Блоки 150 Тбилиси,LEGI 150-T Перлит серый,3362T50000,,,,
Завод в Тбилиси,Сухая,Блоки Тбилиси,Блоки 190 Тбилиси,LEGI-T ПемзоБлок 190-T,3361T30000,,,,
Завод в Тбилиси,Сухая,Блоки Тбилиси,Блоки 190 Тбилиси,LEGI-T Блок 190-T Шлак Серый,3361T40000,,,,
Завод в Тбилиси,Сухая,Блоки Тбилиси,Блоки 190 Тбилиси,LEGI-T Блок 190-T Серый,3361T10000,,,,
Завод в Тбилиси,Сухая,Блоки Тбилиси,Блоки 150 Тбилиси,LEGI Блок 150-T Серый,3362T10000,,,,
Завод в Тбилиси,Сухая,Блоки Тбилиси,Блоки 100 Тбилиси,LEGI Блок 100-T Серый,3363T10000,,,,
Завод в Тбилиси,Сухая,Блоки Тбилиси,Блоки 190 Тбилиси,LEGI-T Блок 190-T Перлитовый Серый,3361T50000,,,,
Завод в Тбилиси,Сухая,Блоки Тбилиси,Блоки 300 Тбилиси,LEGI-T Блок 300 Е Серый,3364T10000,,,,
Завод в Кобулети,Сухая,Блоки Кобулети,Блок 190 Кобулети,LEGI Блок 190 Е Красный,3341-13400,,,,
Завод в Кобулети,Сухая,Блоки Кобулети,Блок 150 Кобулети,LEGI Блок 150 Е Красный,3342-13400,,,,
Завод в Кобулети,Сухая,Блоки Кобулети,Блок 300 Кобулети,LEGI Шлакоблок 300 Е Серый,3344-40000,,,,
Завод в Кобулети,Сухая,Блоки Кобулети,Блок 300 Кобулети,LEGI ПемзоБлок 300 Е,3344-30000,,,,
Завод в Кобулети,Сухая,Блоки Кобулети,Блок 300 Кобулети,LEGI Блок 300 Серый,3344-10000,,,,
Завод в Кобулети,Сухая,Блоки Кобулети,Блок 190 Кобулети,LEGI Шлакоблок 190 Е Серый,3341-40000,,,,
Завод в Кобулети,Сухая,Блоки Кобулети,Блок 190 Кобулети,LEGI ПемзоБлок 190 Е,3341-30000,,,,
Завод в Кобулети,Сухая,Блоки Кобулети,Блок 190 Кобулети,LEGI Блок 190 Серый,3341-20000,,,,
Завод в Кобулети,Сухая,Блоки Кобулети,Блок 190 Кобулети,LEGI Блок 190 Е Желтый,3341-19020,,,,
Завод в Кобулети,Сухая,Блоки Кобулети,Блок 190 Кобулети,LEGI Блок 190 Е СветлоКрасный,3341-11000,,,,
Завод в Кобулети,Сухая,Блоки Кобулети,Блок 190 Кобулети,LEGI Блок 190 Е Светло Коричневый,3341-16015,,,,
Завод в Кобулети,Сухая,Блоки Кобулети,Блок 190 Кобулети,LEGI Блок 190 Е Оранжевый,3341-19065,,,,
Завод в Кобулети,Сухая,Блоки Кобулети,Блок 190 Кобулети,LEGI Блок 190 Е Серый,3341-10000,,,,
Завод в Кобулети,Сухая,Блоки Кобулети,Блок 190 Кобулети,LEGI Блок 190 Е Зеленый,3341-15025,,,,
Завод в Кобулети,Сухая,Блоки Кобулети,Блок 190 Кобулети,LEGI Блок 190 Е ТемноКрасный,3341-11030,,,,
Завод в Кобулети,Сухая,Блоки Кобулети,Блок 190 Кобулети,LEGI Блок 190 Е Черный,3341-19635,,,,
Завод в Кобулети,Сухая,Блоки Кобулети,Блок 190 Кобулети,LEGI Блок 190 Е Коричневый,3341-16055,,,,
Завод в Кобулети,Сухая,Блоки Кобулети,Блок 150 Кобулети,LEGI ПемзаБлок 150 Е,3342-30000,,,,
Завод в Кобулети,Сухая,Блоки Кобулети,Блок 150 Кобулети,LEGI Блок 150 Е Серый,3342-10000,,,,
Завод в Кобулети,Сухая,Блоки Кобулети,Блок 100 Кобулети,LEGI ПемзоБлок 100 Е,3343-30000,,,,
Завод в Кобулети,Сухая,Блоки Кобулети,Блок 100 Кобулети,LEGI Блок 100 СветлоКрасный,3343-21000,,,,
